date,"Income Inequality in MDC, FL"
2010-01-01,18.288594164456235
2011-01-01,18.57566828036203
2012-01-01,19.515303343862325
2013-01-01,19.736245598591548
2014-01-01,20.225920211593564
2015-01-01,20.86631905924118
2016-01-01,21.07851511169514
2017-01-01,21.093133137337254
2018-01-01,21.08642098938514
